       -2.000000    0.000000E+00
       -1.959184    1.442231E-01
       -1.918367    2.067020E-01
       -1.877551    2.158920E-01
       -1.836735    1.930790E-01
       -1.795918    1.537269E-01
       -1.755102    1.086700E-01
       -1.714286    6.508493E-02
       -1.673470    2.733302E-02
       -1.632653   -2.336025E-03
       -1.591837   -2.320790E-02
       -1.551021   -3.563702E-02
       -1.510204   -4.066503E-02
       -1.469388   -3.971994E-02
       -1.428572   -3.439391E-02
       -1.387755   -2.626801E-02
       -1.346939   -1.679409E-02
       -1.306123   -7.215023E-03
       -1.265306    1.479030E-03
       -1.224490    8.575082E-03
       -1.183674    1.362896E-02
       -1.142858    1.644707E-02
       -1.102041    1.706100E-02
       -1.061225    1.568604E-02
       -1.020409    1.267898E-02
   -9.795923E-01    8.495212E-03
   -9.387760E-01    3.645420E-03
   -8.979597E-01   -1.345813E-03
   -8.571434E-01   -5.976915E-03
   -8.163271E-01   -9.802878E-03
   -7.755108E-01   -1.246029E-02
   -7.346945E-01   -1.368982E-02
   -6.938782E-01   -1.335001E-02
   -6.530619E-01   -1.142675E-02
   -6.122456E-01   -8.035064E-03
   -5.714293E-01   -3.417015E-03
   -5.306129E-01    2.066791E-03
   -4.897966E-01    7.948905E-03
   -4.489803E-01    1.367140E-02
   -4.081639E-01    1.860461E-02
   -3.673476E-01    2.206850E-02
   -3.265313E-01    2.335510E-02
   -2.857149E-01    2.175188E-02
   -2.448986E-01    1.656510E-02
   -2.040823E-01    7.141203E-03
   -1.632660E-01   -7.111490E-03
   -1.224496E-01   -2.670460E-02
   -8.163331E-02   -5.205319E-02
   -4.081699E-02   -8.346361E-02
   -6.631017E-07   -1.211236E-01
    4.081566E-02   -8.346484E-02
    8.163199E-02   -5.205411E-02
    1.224483E-01   -2.670530E-02
    1.632646E-01   -7.112190E-03
    2.040810E-01    7.140696E-03
    2.448973E-01    1.656480E-02
    2.857136E-01    2.175182E-02
    3.265299E-01    2.335498E-02
    3.673463E-01    2.206850E-02
    4.081626E-01    1.860470E-02
    4.489790E-01    1.367158E-02
    4.897953E-01    7.949084E-03
    5.306116E-01    2.066851E-03
    5.714279E-01   -3.416896E-03
    6.122442E-01   -8.035004E-03
    6.530606E-01   -1.142651E-02
    6.938769E-01   -1.334989E-02
    7.346932E-01   -1.368946E-02
    7.755095E-01   -1.246035E-02
    8.163258E-01   -9.802938E-03
    8.571421E-01   -5.977094E-03
    8.979584E-01   -1.345873E-03
    9.387747E-01    3.645182E-03
    9.795910E-01    8.495033E-03
        1.020407    1.267791E-02
        1.061224    1.568604E-02
        1.102040    1.706100E-02
        1.142856    1.644695E-02
        1.183673    1.362908E-02
        1.224489    8.575916E-03
        1.265305    1.479030E-03
        1.306121   -7.215977E-03
        1.346938   -1.679397E-02
        1.387754   -2.626801E-02
        1.428570   -3.439403E-02
        1.469387   -3.971994E-02
        1.510203   -4.066503E-02
        1.551019   -3.563809E-02
        1.591836   -2.320802E-02
        1.632652   -2.335906E-03
        1.673468    2.733099E-02
        1.714285    6.508398E-02
        1.755101    1.086700E-01
        1.795917    1.537260E-01
        1.836733    1.930740E-01
        1.877550    2.158940E-01
        1.918366    2.067029E-01
        1.959182    1.442250E-01
        2.000000    0.000000E+00
